simulation_day,patients_treated,total_pfs_available,biomarker_group,group_patients_treated,group_pfs_count,mean_pfs,pfs_sd,lower_boundary,upper_boundary,best_elapsed_pfs,best_ongoing_pfs
182,182,8,High,40,1,161.0,,,,161.0,175.0
183,183,9,Low,63,3,135.33333333333334,12.503332889007368,110.32666755531861,160.33999911134808,148.0,180.0
183,183,9,Medium,80,5,110.8,30.044966300530277,50.710067398939444,170.88993260106054,140.0,182.0
183,183,9,High,40,1,161.0,,,,161.0,176.0
184,184,10,Low,64,3,135.33333333333334,12.503332889007368,110.32666755531861,160.33999911134808,148.0,181.0
184,184,10,Medium,80,6,121.0,36.69332364340958,47.613352713180845,194.38664728681914,172.0,183.0
184,184,10,High,40,1,161.0,,,,161.0,177.0
185,185,11,Low,64,3,135.33333333333334,12.503332889007368,110.32666755531861,160.33999911134808,148.0,182.0
185,185,11,Medium,80,7,119.57142857142857,33.70883733215541,52.153753907117746,186.98910323573938,172.0,184.0
185,185,11,High,41,1,161.0,,,,161.0,178.0
186,186,11,Low,65,3,135.33333333333334,12.503332889007368,110.32666755531861,160.33999911134808,148.0,183.0
186,186,11,Medium,80,7,119.57142857142857,33.70883733215541,52.153753907117746,186.98910323573938,172.0,185.0
186,186,11,High,41,1,161.0,,,,161.0,179.0
187,187,11,Low,65,3,135.33333333333334,12.503332889007368,110.32666755531861,160.33999911134808,148.0,184.0
187,187,11,Medium,80,7,119.57142857142857,33.70883733215541,52.153753907117746,186.98910323573938,172.0,186.0
187,187,11,High,42,1,161.0,,,,161.0,180.0
188,188,12,Low,65,3,135.33333333333334,12.503332889007368,110.32666755531861,160.33999911134808,148.0,185.0
188,188,12,Medium,81,8,128.0,39.271945639167335,49.45610872166533,206.54389127833468,187.0,186.0
188,188,12,High,42,1,161.0,,,,161.0,181.0
189,189,12,Low,66,3,135.33333333333334,12.503332889007368,110.32666755531861,160.33999911134808,148.0,186.0
189,189,12,Medium,81,8,128.0,39.271945639167335,49.45610872166533,206.54389127833468,187.0,187.0
189,189,12,High,42,1,161.0,,,,161.0,182.0
190,190,12,Low,67,3,135.33333333333334,12.503332889007368,110.32666755531861,160.33999911134808,148.0,187.0
190,190,12,Medium,81,8,128.0,39.271945639167335,49.45610872166533,206.54389127833468,187.0,188.0
190,190,12,High,42,1,161.0,,,,161.0,183.0
191,191,12,Low,68,3,135.33333333333334,12.503332889007368,110.32666755531861,160.33999911134808,148.0,188.0
191,191,12,Medium,81,8,128.0,39.271945639167335,49.45610872166533,206.54389127833468,187.0,189.0
191,191,12,High,42,1,161.0,,,,161.0,184.0
192,192,12,Low,69,3,135.33333333333334,12.503332889007368,110.32666755531861,160.33999911134808,148.0,189.0
192,192,12,Medium,81,8,128.0,39.271945639167335,49.45610872166533,206.54389127833468,187.0,190.0
192,192,12,High,42,1,161.0,,,,161.0,185.0
193,193,12,Low,69,3,135.33333333333334,12.503332889007368,110.32666755531861,160.33999911134808,148.0,190.0
193,193,12,Medium,82,8,128.0,39.271945639167335,49.45610872166533,206.54389127833468,187.0,191.0
193,193,12,High,42,1,161.0,,,,161.0,186.0
194,194,12,Low,69,3,135.33333333333334,12.503332889007368,110.32666755531861,160.33999911134808,148.0,191.0
194,194,12,Medium,83,8,128.0,39.271945639167335,49.45610872166533,206.54389127833468,187.0,192.0
194,194,12,High,42,1,161.0,,,,161.0,187.0
195,195,13,Low,70,3,135.33333333333334,12.503332889007368,110.32666755531861,160.33999911134808,148.0,192.0
195,195,13,Medium,83,9,121.55555555555556,41.51238101792979,38.530793519695976,204.58031759141514,187.0,193.0
195,195,13,High,42,1,161.0,,,,161.0,188.0
196,196,13,Low,70,3,135.33333333333334,12.503332889007368,110.32666755531861,160.33999911134808,148.0,193.0
196,196,13,Medium,84,9,121.55555555555556,41.51238101792979,38.530793519695976,204.58031759141514,187.0,194.0
196,196,13,High,42,1,161.0,,,,161.0,189.0
197,197,13,Low,71,3,135.33333333333334,12.503332889007368,110.32666755531861,160.33999911134808,148.0,194.0
197,197,13,Medium,84,9,121.55555555555556,41.51238101792979,38.530793519695976,204.58031759141514,187.0,195.0
197,197,13,High,42,1,161.0,,,,161.0,190.0
198,198,14,Low,71,4,134.75,10.275375094532235,114.19924981093553,155.30075018906447,148.0,195.0
198,198,14,Medium,85,9,121.55555555555556,41.51238101792979,38.530793519695976,204.58031759141514,187.0,196.0
198,198,14,High,42,1,161.0,,,,161.0,191.0
199,199,14,Low,72,4,134.75,10.275375094532235,114.19924981093553,155.30075018906447,148.0,196.0
199,199,14,Medium,85,9,121.55555555555556,41.51238101792979,38.530793519695976,204.58031759141514,187.0,197.0
199,199,14,High,42,1,161.0,,,,161.0,192.0
200,200,14,Low,72,4,134.75,10.275375094532235,114.19924981093553,155.30075018906447,148.0,197.0
200,200,14,Medium,86,9,121.55555555555556,41.51238101792979,38.530793519695976,204.58031759141514,187.0,198.0
200,200,14,High,42,1,161.0,,,,161.0,193.0
201,201,14,Low,72,4,134.75,10.275375094532235,114.19924981093553,155.30075018906447,148.0,198.0
201,201,14,Medium,87,9,121.55555555555556,41.51238101792979,38.530793519695976,204.58031759141514,187.0,199.0
201,201,14,High,42,1,161.0,,,,161.0,194.0
202,202,16,Low,73,6,151.33333333333334,27.310559618335663,96.71221409666202,205.95445257000466,192.0,199.0
202,202,16,Medium,87,9,121.55555555555556,41.51238101792979,38.530793519695976,204.58031759141514,187.0,200.0
202,202,16,High,42,1,161.0,,,,161.0,195.0
203,203,17,Low,74,7,155.71428571428572,27.49372222716964,100.72684125994644,210.701730168625,192.0,200.0
203,203,17,Medium,87,9,121.55555555555556,41.51238101792979,38.530793519695976,204.58031759141514,187.0,201.0
203,203,17,High,42,1,161.0,,,,161.0,196.0
204,204,18,Low,74,8,158.25,26.44536146202473,105.35927707595053,211.14072292404947,192.0,201.0
204,204,18,Medium,88,9,121.55555555555556,41.51238101792979,38.530793519695976,204.58031759141514,187.0,202.0
204,204,18,High,42,1,161.0,,,,161.0,197.0
205,205,18,Low,75,8,158.25,26.44536146202473,105.35927707595053,211.14072292404947,192.0,202.0
205,205,18,Medium,88,9,121.55555555555556,41.51238101792979,38.530793519695976,204.58031759141514,187.0,203.0
205,205,18,High,42,1,161.0,,,,161.0,198.0
206,206,18,Low,75,8,158.25,26.44536146202473,105.35927707595053,211.14072292404947,192.0,203.0
206,206,18,Medium,88,9,121.55555555555556,41.51238101792979,38.530793519695976,204.58031759141514,187.0,204.0
206,206,18,High,43,1,161.0,,,,161.0,199.0
207,207,19,Low,76,8,158.25,26.44536146202473,105.35927707595053,211.14072292404947,192.0,204.0
207,207,19,Medium,88,10,129.9,47.20275415693453,35.49449168613094,224.30550831386907,205.0,199.0
207,207,19,High,43,1,161.0,,,,161.0,200.0
208,208,21,Low,76,10,162.8,25.745765563378466,111.30846887324307,214.29153112675695,192.0,205.0
208,208,21,Medium,88,10,129.9,47.20275415693453,35.49449168613094,224.30550831386907,205.0,200.0
208,208,21,High,44,1,161.0,,,,161.0,201.0
209,209,21,Low,76,10,162.8,25.745765563378466,111.30846887324307,214.29153112675695,192.0,206.0
209,209,21,Medium,88,10,129.9,47.20275415693453,35.49449168613094,224.30550831386907,205.0,201.0
209,209,21,High,45,1,161.0,,,,161.0,202.0
210,210,22,Low,76,11,164.1818181818182,24.850827679649555,114.48016282251908,213.8834735411173,192.0,207.0
210,210,22,Medium,89,10,129.9,47.20275415693453,35.49449168613094,224.30550831386907,205.0,202.0
210,210,22,High,45,1,161.0,,,,161.0,203.0
211,211,22,Low,77,11,164.1818181818182,24.850827679649555,114.48016282251908,213.8834735411173,192.0,208.0
211,211,22,Medium,89,10,129.9,47.20275415693453,35.49449168613094,224.30550831386907,205.0,203.0
211,211,22,High,45,1,161.0,,,,161.0,204.0
212,212,22,Low,78,11,164.1818181818182,24.850827679649555,114.48016282251908,213.8834735411173,192.0,209.0
212,212,22,Medium,89,10,129.9,47.20275415693453,35.49449168613094,224.30550831386907,205.0,204.0
212,212,22,High,45,1,161.0,,,,161.0,205.0
213,213,23,Low,78,12,166.0,24.517155403735345,116.96568919252931,215.0343108074707,192.0,210.0
213,213,23,Medium,90,10,129.9,47.20275415693453,35.49449168613094,224.30550831386907,205.0,205.0
213,213,23,High,45,1,161.0,,,,161.0,206.0
214,214,24,Low,78,12,166.0,24.517155403735345,116.96568919252931,215.0343108074707,192.0,211.0
214,214,24,Medium,90,11,121.27272727272727,53.14149209250886,14.989743087709542,227.555711457745,205.0,206.0
214,214,24,High,46,1,161.0,,,,161.0,207.0
215,215,24,Low,78,12,166.0,24.517155403735345,116.96568919252931,215.0343108074707,192.0,212.0
215,215,24,Medium,91,11,121.27272727272727,53.14149209250886,14.989743087709542,227.555711457745,205.0,207.0
215,215,24,High,46,1,161.0,,,,161.0,208.0
216,216,26,Low,79,12,166.0,24.517155403735345,116.96568919252931,215.0343108074707,192.0,213.0
216,216,26,Medium,91,13,114.53846153846153,53.57800448040748,7.382452577646575,221.6944704992765,205.0,208.0
216,216,26,High,46,1,161.0,,,,161.0,209.0
217,217,27,Low,80,13,162.6153846153846,26.456059361195067,109.70326589299448,215.52750333777476,192.0,214.0
217,217,27,Medium,91,13,114.53846153846153,53.57800448040748,7.382452577646575,221.6944704992765,205.0,209.0
217,217,27,High,46,1,161.0,,,,161.0,210.0
218,218,27,Low,80,13,162.6153846153846,26.456059361195067,109.70326589299448,215.52750333777476,192.0,215.0
218,218,27,Medium,91,13,114.53846153846153,53.57800448040748,7.382452577646575,221.6944704992765,205.0,210.0
218,218,27,High,47,1,161.0,,,,161.0,211.0
219,219,28,Low,80,14,166.28571428571428,28.890851816471574,108.50401065277113,224.06741791865744,214.0,216.0
219,219,28,Medium,92,13,114.53846153846153,53.57800448040748,7.382452577646575,221.6944704992765,205.0,211.0
219,219,28,High,47,1,161.0,,,,161.0,212.0
220,220,28,Low,80,14,166.28571428571428,28.890851816471574,108.50401065277113,224.06741791865744,214.0,217.0
220,220,28,Medium,93,13,114.53846153846153,53.57800448040748,7.382452577646575,221.6944704992765,205.0,212.0
220,220,28,High,47,1,161.0,,,,161.0,213.0
221,221,29,Low,80,14,166.28571428571428,28.890851816471574,108.50401065277113,224.06741791865744,214.0,218.0
221,221,29,Medium,94,14,118.0,53.08049040408784,11.83901919182432,224.16098080817568,205.0,213.0
221,221,29,High,47,1,161.0,,,,161.0,214.0
222,222,30,Low,80,14,166.28571428571428,28.890851816471574,108.50401065277113,224.06741791865744,214.0,219.0
222,222,30,Medium,94,15,119.6,51.523642284738706,16.552715430522582,222.6472845694774,205.0,214.0
222,222,30,High,48,1,161.0,,,,161.0,215.0
223,223,31,Low,80,14,166.28571428571428,28.890851816471574,108.50401065277113,224.06741791865744,214.0,220.0
223,223,31,Medium,94,16,122.9375,51.535707685707266,19.86608462858547,226.00891537141453,205.0,215.0
223,223,31,High,49,1,161.0,,,,161.0,216.0
224,224,31,Low,81,14,166.28571428571428,28.890851816471574,108.50401065277113,224.06741791865744,214.0,221.0
224,224,31,Medium,94,16,122.9375,51.535707685707266,19.86608462858547,226.00891537141453,205.0,216.0
224,224,31,High,49,1,161.0,,,,161.0,217.0
225,225,33,Low,81,15,165.6,27.96630625796488,109.66738748407023,221.53261251592977,214.0,222.0
225,225,33,Medium,95,17,119.05882352941177,52.3992731202391,14.260277288933565,223.85736976988997,205.0,217.0
225,225,33,High,49,1,161.0,,,,161.0,218.0
226,226,34,Low,81,16,167.125,27.69807454198456,111.72885091603088,222.52114908396914,214.0,223.0
226,226,34,Medium,95,17,119.05882352941177,52.3992731202391,14.260277288933565,223.85736976988997,205.0,218.0
226,226,34,High,50,1,161.0,,,,161.0,219.0
227,227,35,Low,81,16,167.125,27.69807454198456,111.72885091603088,222.52114908396914,214.0,224.0
227,227,35,Medium,95,17,119.05882352941177,52.3992731202391,14.260277288933565,223.85736976988997,205.0,219.0
227,227,35,High,51,2,179.0,25.45584412271571,128.08831175456856,229.91168824543144,197.0,220.0
228,228,36,Low,82,17,163.58823529411765,30.526748155366572,102.5347389833845,224.6417316048508,214.0,225.0
228,228,36,Medium,95,17,119.05882352941177,52.3992731202391,14.260277288933565,223.85736976988997,205.0,220.0
228,228,36,High,51,2,179.0,25.45584412271571,128.08831175456856,229.91168824543144,197.0,221.0
229,229,37,Low,82,17,163.58823529411765,30.526748155366572,102.5347389833845,224.6417316048508,214.0,226.0
229,229,37,Medium,95,17,119.05882352941177,52.3992731202391,14.260277288933565,223.85736976988997,205.0,221.0
229,229,37,High,52,3,190.0,26.210684844162312,137.57863031167537,242.42136968832463,212.0,222.0
230,230,37,Low,82,17,163.58823529411765,30.526748155366572,102.5347389833845,224.6417316048508,214.0,227.0
230,230,37,Medium,96,17,119.05882352941177,52.3992731202391,14.260277288933565,223.85736976988997,205.0,222.0
230,230,37,High,52,3,190.0,26.210684844162312,137.57863031167537,242.42136968832463,212.0,223.0
231,231,38,Low,82,18,165.61111111111111,30.83378378049347,103.94354355012418,227.27867867209807,214.0,228.0
231,231,38,Medium,97,17,119.05882352941177,52.3992731202391,14.260277288933565,223.85736976988997,205.0,223.0
231,231,38,High,52,3,190.0,26.210684844162312,137.57863031167537,242.42136968832463,212.0,224.0
232,232,38,Low,83,18,165.61111111111111,30.83378378049347,103.94354355012418,227.27867867209807,214.0,229.0
232,232,38,Medium,97,17,119.05882352941177,52.3992731202391,14.260277288933565,223.85736976988997,205.0,224.0
232,232,38,High,52,3,190.0,26.210684844162312,137.57863031167537,242.42136968832463,212.0,225.0
233,233,39,Low,83,19,166.57894736842104,30.26056434348119,106.05781868145866,227.10007605538343,214.0,230.0
233,233,39,Medium,98,17,119.05882352941177,52.3992731202391,14.260277288933565,223.85736976988997,205.0,225.0
233,233,39,High,52,3,190.0,26.210684844162312,137.57863031167537,242.42136968832463,212.0,226.0
234,234,39,Low,83,19,166.57894736842104,30.26056434348119,106.05781868145866,227.10007605538343,214.0,231.0
234,234,39,Medium,99,17,119.05882352941177,52.3992731202391,14.260277288933565,223.85736976988997,205.0,226.0
234,234,39,High,52,3,190.0,26.210684844162312,137.57863031167537,242.42136968832463,212.0,227.0
235,235,39,Low,84,19,166.57894736842104,30.26056434348119,106.05781868145866,227.10007605538343,214.0,232.0
235,235,39,Medium,99,17,119.05882352941177,52.3992731202391,14.260277288933565,223.85736976988997,205.0,227.0
235,235,39,High,52,3,190.0,26.210684844162312,137.57863031167537,242.42136968832463,212.0,228.0
236,236,40,Low,84,19,166.57894736842104,30.26056434348119,106.05781868145866,227.10007605538343,214.0,233.0
236,236,40,Medium,100,18,123.5,54.21444348467428,15.071113030651446,231.92888696934855,205.0,228.0
236,236,40,High,52,3,190.0,26.210684844162312,137.57863031167537,242.42136968832463,212.0,229.0
237,237,40,Low,84,19,166.57894736842104,30.26056434348119,106.05781868145866,227.10007605538343,214.0,234.0
237,237,40,Medium,101,18,123.5,54.21444348467428,15.071113030651446,231.92888696934855,205.0,229.0
237,237,40,High,52,3,190.0,26.210684844162312,137.57863031167537,242.42136968832463,212.0,230.0
238,238,41,Low,84,19,166.57894736842104,30.26056434348119,106.05781868145866,227.10007605538343,214.0,235.0
238,238,41,Medium,102,19,125.10526315789474,53.14957377987576,18.806115598143222,231.40441071764627,205.0,230.0
238,238,41,High,52,3,190.0,26.210684844162312,137.57863031167537,242.42136968832463,212.0,231.0
239,239,41,Low,84,19,166.57894736842104,30.26056434348119,106.05781868145866,227.10007605538343,214.0,236.0
239,239,41,Medium,103,19,125.10526315789474,53.14957377987576,18.806115598143222,231.40441071764627,205.0,231.0
239,239,41,High,52,3,190.0,26.210684844162312,137.57863031167537,242.42136968832463,212.0,232.0
240,240,42,Low,84,20,166.4,29.46434062423683,107.47131875152635,225.32868124847366,214.0,237.0
240,240,42,Medium,103,19,125.10526315789474,53.14957377987576,18.806115598143222,231.40441071764627,205.0,232.0
240,240,42,High,53,3,190.0,26.210684844162312,137.57863031167537,242.42136968832463,212.0,233.0
241,241,42,Low,84,20,166.4,29.46434062423683,107.47131875152635,225.32868124847366,214.0,238.0
241,241,42,Medium,104,19,125.10526315789474,53.14957377987576,18.806115598143222,231.40441071764627,205.0,233.0
241,241,42,High,53,3,190.0,26.210684844162312,137.57863031167537,242.42136968832463,212.0,234.0
242,242,42,Low,85,20,166.4,29.46434062423683,107.47131875152635,225.32868124847366,214.0,239.0
242,242,42,Medium,104,19,125.10526315789474,53.14957377987576,18.806115598143222,231.40441071764627,205.0,234.0
242,242,42,High,53,3,190.0,26.210684844162312,137.57863031167537,242.42136968832463,212.0,235.0
243,243,43,Low,85,21,165.33333333333334,29.13131190546237,107.0707095224086,223.59595714425808,214.0,240.0
243,243,43,Medium,105,19,125.10526315789474,53.14957377987576,18.806115598143222,231.40441071764627,205.0,235.0
243,243,43,High,53,3,190.0,26.210684844162312,137.57863031167537,242.42136968832463,212.0,236.0
244,244,43,Low,85,21,165.33333333333334,29.13131190546237,107.0707095224086,223.59595714425808,214.0,241.0
244,244,43,Medium,106,19,125.10526315789474,53.14957377987576,18.806115598143222,231.40441071764627,205.0,236.0
244,244,43,High,53,3,190.0,26.210684844162312,137.57863031167537,242.42136968832463,212.0,237.0
245,245,43,Low,85,21,165.33333333333334,29.13131190546237,107.0707095224086,223.59595714425808,214.0,242.0
245,245,43,Medium,107,19,125.10526315789474,53.14957377987576,18.806115598143222,231.40441071764627,205.0,237.0
245,245,43,High,53,3,190.0,26.210684844162312,137.57863031167537,242.42136968832463,212.0,238.0
246,246,44,Low,86,21,165.33333333333334,29.13131190546237,107.0707095224086,223.59595714425808,214.0,243.0
246,246,44,Medium,107,20,130.75,57.56266608067932,15.624667838641358,245.87533216135864,238.0,232.0
246,246,44,High,53,3,190.0,26.210684844162312,137.57863031167537,242.42136968832463,212.0,239.0
247,247,45,Low,86,22,166.13636363636363,28.67767582823076,108.7810119799021,223.49171529282515,214.0,244.0
247,247,45,Medium,108,20,130.75,57.56266608067932,15.624667838641358,245.87533216135864,238.0,233.0
247,247,45,High,53,3,190.0,26.210684844162312,137.57863031167537,242.42136968832463,212.0,240.0
248,248,45,Low,87,22,166.13636363636363,28.67767582823076,108.7810119799021,223.49171529282515,214.0,245.0
248,248,45,Medium,108,20,130.75,57.56266608067932,15.624667838641358,245.87533216135864,238.0,234.0
248,248,45,High,53,3,190.0,26.210684844162312,137.57863031167537,242.42136968832463,212.0,241.0
249,249,45,Low,87,22,166.13636363636363,28.67767582823076,108.7810119799021,223.49171529282515,214.0,246.0
249,249,45,Medium,109,20,130.75,57.56266608067932,15.624667838641358,245.87533216135864,238.0,235.0
249,249,45,High,53,3,190.0,26.210684844162312,137.57863031167537,242.42136968832463,212.0,242.0
250,250,46,Low,87,22,166.13636363636363,28.67767582823076,108.7810119799021,223.49171529282515,214.0,247.0
250,250,46,Medium,110,21,133.42857142857142,57.43219604766252,18.564179333246372,248.29296352389645,238.0,236.0
250,250,46,High,53,3,190.0,26.210684844162312,137.57863031167537,242.42136968832463,212.0,243.0
251,251,46,Low,87,22,166.13636363636363,28.67767582823076,108.7810119799021,223.49171529282515,214.0,248.0
251,251,46,Medium,111,21,133.42857142857142,57.43219604766252,18.564179333246372,248.29296352389645,238.0,237.0
251,251,46,High,53,3,190.0,26.210684844162312,137.57863031167537,242.42136968832463,212.0,244.0
252,252,47,Low,87,23,168.43478260869566,30.108630727231265,108.21752115423313,228.6520440631582,219.0,249.0
252,252,47,Medium,112,21,133.42857142857142,57.43219604766252,18.564179333246372,248.29296352389645,238.0,238.0
252,252,47,High,53,3,190.0,26.210684844162312,137.57863031167537,242.42136968832463,212.0,245.0
253,253,47,Low,87,23,168.43478260869566,30.108630727231265,108.21752115423313,228.6520440631582,219.0,250.0
253,253,47,Medium,112,21,133.42857142857142,57.43219604766252,18.564179333246372,248.29296352389645,238.0,239.0
253,253,47,High,54,3,190.0,26.210684844162312,137.57863031167537,242.42136968832463,212.0,246.0
254,254,49,Low,87,25,173.0,33.68728741429522,105.62542517140956,240.37457482859043,251.0,214.0
254,254,49,Medium,113,21,133.42857142857142,57.43219604766252,18.564179333246372,248.29296352389645,238.0,240.0
254,254,49,High,54,3,190.0,26.210684844162312,137.57863031167537,242.42136968832463,212.0,247.0
255,255,49,Low,87,25,173.0,33.68728741429522,105.62542517140956,240.37457482859043,251.0,215.0
255,255,49,Medium,114,21,133.42857142857142,57.43219604766252,18.564179333246372,248.29296352389645,238.0,241.0
255,255,49,High,54,3,190.0,26.210684844162312,137.57863031167537,242.42136968832463,212.0,248.0
256,256,49,Low,87,25,173.0,33.68728741429522,105.62542517140956,240.37457482859043,251.0,216.0
256,256,49,Medium,114,21,133.42857142857142,57.43219604766252,18.564179333246372,248.29296352389645,238.0,242.0
256,256,49,High,55,3,190.0,26.210684844162312,137.57863031167537,242.42136968832463,212.0,249.0
257,257,50,Low,87,26,172.46153846153845,33.12066517355081,106.22020811443683,238.70286880864006,251.0,217.0
257,257,50,Medium,115,21,133.42857142857142,57.43219604766252,18.564179333246372,248.29296352389645,238.0,243.0
257,257,50,High,55,3,190.0,26.210684844162312,137.57863031167537,242.42136968832463,212.0,250.0
258,258,50,Low,87,26,172.46153846153845,33.12066517355081,106.22020811443683,238.70286880864006,251.0,218.0
258,258,50,Medium,116,21,133.42857142857142,57.43219604766252,18.564179333246372,248.29296352389645,238.0,244.0
258,258,50,High,55,3,190.0,26.210684844162312,137.57863031167537,242.42136968832463,212.0,251.0
259,259,50,Low,87,26,172.46153846153845,33.12066517355081,106.22020811443683,238.70286880864006,251.0,219.0
259,259,50,Medium,116,21,133.42857142857142,57.43219604766252,18.564179333246372,248.29296352389645,238.0,245.0
259,259,50,High,56,3,190.0,26.210684844162312,137.57863031167537,242.42136968832463,212.0,252.0
260,260,51,Low,88,26,172.46153846153845,33.12066517355081,106.22020811443683,238.70286880864006,251.0,220.0
260,260,51,Medium,116,22,138.54545454545453,60.97050596315072,16.60444261915309,260.486466471756,246.0,242.0
260,260,51,High,56,3,190.0,26.210684844162312,137.57863031167537,242.42136968832463,212.0,253.0
261,261,51,Low,88,26,172.46153846153845,33.12066517355081,106.22020811443683,238.70286880864006,251.0,221.0
261,261,51,Medium,116,22,138.54545454545453,60.97050596315072,16.60444261915309,260.486466471756,246.0,243.0
261,261,51,High,57,3,190.0,26.210684844162312,137.57863031167537,242.42136968832463,212.0,254.0
262,262,51,Low,88,26,172.46153846153845,33.12066517355081,106.22020811443683,238.70286880864006,251.0,222.0
262,262,51,Medium,116,22,138.54545454545453,60.97050596315072,16.60444261915309,260.486466471756,246.0,244.0
262,262,51,High,58,3,190.0,26.210684844162312,137.57863031167537,242.42136968832463,212.0,255.0
263,263,51,Low,88,26,172.46153846153845,33.12066517355081,106.22020811443683,238.70286880864006,251.0,223.0
263,263,51,Medium,117,22,138.54545454545453,60.97050596315072,16.60444261915309,260.486466471756,246.0,245.0
263,263,51,High,58,3,190.0,26.210684844162312,137.57863031167537,242.42136968832463,212.0,256.0
264,264,52,Low,89,27,170.5185185185185,34.010598314654764,102.49732188920898,238.53971514782802,251.0,224.0
264,264,52,Medium,117,22,138.54545454545453,60.97050596315072,16.60444261915309,260.486466471756,246.0,246.0
264,264,52,High,58,3,190.0,26.210684844162312,137.57863031167537,242.42136968832463,212.0,257.0
265,265,52,Low,89,27,170.5185185185185,34.010598314654764,102.49732188920898,238.53971514782802,251.0,225.0
265,265,52,Medium,118,22,138.54545454545453,60.97050596315072,16.60444261915309,260.486466471756,246.0,247.0
265,265,52,High,58,3,190.0,26.210684844162312,137.57863031167537,242.42136968832463,212.0,258.0
266,266,52,Low,90,27,170.5185185185185,34.010598314654764,102.49732188920898,238.53971514782802,251.0,226.0
266,266,52,Medium,118,22,138.54545454545453,60.97050596315072,16.60444261915309,260.486466471756,246.0,248.0
266,266,52,High,58,3,190.0,26.210684844162312,137.57863031167537,242.42136968832463,212.0,259.0
267,267,53,Low,90,27,170.5185185185185,34.010598314654764,102.49732188920898,238.53971514782802,251.0,227.0
267,267,53,Medium,118,22,138.54545454545453,60.97050596315072,16.60444261915309,260.486466471756,246.0,249.0
267,267,53,High,59,4,207.0,40.17461885320133,126.65076229359734,287.3492377064027,258.0,260.0
268,268,54,Low,90,27,170.5185185185185,34.010598314654764,102.49732188920898,238.53971514782802,251.0,228.0
268,268,54,Medium,119,23,140.0,59.97575267631836,20.048494647363285,259.95150535263673,246.0,250.0
268,268,54,High,59,4,207.0,40.17461885320133,126.65076229359734,287.3492377064027,258.0,261.0
269,269,54,Low,90,27,170.5185185185185,34.010598314654764,102.49732188920898,238.53971514782802,251.0,229.0
269,269,54,Medium,120,23,140.0,59.97575267631836,20.048494647363285,259.95150535263673,246.0,251.0
269,269,54,High,59,4,207.0,40.17461885320133,126.65076229359734,287.3492377064027,258.0,262.0
270,270,56,Low,90,28,172.46428571428572,34.92688887000338,102.61050797427896,242.31806345429248,251.0,230.0
270,270,56,Medium,121,24,142.29166666666666,59.722167733937624,22.84733119879141,261.7360021345419,246.0,252.0
270,270,56,High,59,4,207.0,40.17461885320133,126.65076229359734,287.3492377064027,258.0,263.0
