simulation_day,patients_treated,total_pfs_available,biomarker_group,group_pfs_count,mean_pfs,pfs_sd,lower_boundary,upper_boundary
263,263,40,Low,19.0,164.94736842105263,38.706120222647726,87.53512797575718,242.35960886634808
263,263,40,Medium,18.0,145.11111111111111,54.407924259451605,36.295262592207905,253.92695963001432
264,264,40,High,3.0,173.33333333333334,117.11675086567818,-60.90016839802303,407.5668350646897
264,264,40,Low,19.0,164.94736842105263,38.706120222647726,87.53512797575718,242.35960886634808
264,264,40,Medium,18.0,145.11111111111111,54.407924259451605,36.295262592207905,253.92695963001432
265,265,40,High,3.0,173.33333333333334,117.11675086567818,-60.90016839802303,407.5668350646897
265,265,40,Low,19.0,164.94736842105263,38.706120222647726,87.53512797575718,242.35960886634808
265,265,40,Medium,18.0,145.11111111111111,54.407924259451605,36.295262592207905,253.92695963001432
266,266,40,High,3.0,173.33333333333334,117.11675086567818,-60.90016839802303,407.5668350646897
266,266,40,Low,19.0,164.94736842105263,38.706120222647726,87.53512797575718,242.35960886634808
266,266,40,Medium,18.0,145.11111111111111,54.407924259451605,36.295262592207905,253.92695963001432
267,267,40,High,3.0,173.33333333333334,117.11675086567818,-60.90016839802303,407.5668350646897
267,267,40,Low,19.0,164.94736842105263,38.706120222647726,87.53512797575718,242.35960886634808
267,267,40,Medium,18.0,145.11111111111111,54.407924259451605,36.295262592207905,253.92695963001432
268,268,40,High,3.0,173.33333333333334,117.11675086567818,-60.90016839802303,407.5668350646897
268,268,40,Low,19.0,164.94736842105263,38.706120222647726,87.53512797575718,242.35960886634808
268,268,40,Medium,18.0,145.11111111111111,54.407924259451605,36.295262592207905,253.92695963001432
269,269,40,High,3.0,173.33333333333334,117.11675086567818,-60.90016839802303,407.5668350646897
269,269,40,Low,19.0,164.94736842105263,38.706120222647726,87.53512797575718,242.35960886634808
269,269,40,Medium,18.0,145.11111111111111,54.407924259451605,36.295262592207905,253.92695963001432
270,270,41,High,3.0,173.33333333333334,117.11675086567818,-60.90016839802303,407.5668350646897
270,270,41,Low,20.0,165.95,37.93966817267426,90.07066365465147,241.8293363453485
270,270,41,Medium,18.0,145.11111111111111,54.407924259451605,36.295262592207905,253.92695963001432
271,271,43,High,4.0,186.0,98.92421341612983,-11.848426832259662,383.84842683225963
271,271,43,Low,21.0,166.52380952380952,37.072387362589765,92.37903479862999,240.66858424898905
271,271,43,Medium,18.0,145.11111111111111,54.407924259451605,36.295262592207905,253.92695963001432
272,272,44,High,4.0,186.0,98.92421341612983,-11.848426832259662,383.84842683225963
272,272,44,Low,21.0,166.52380952380952,37.072387362589765,92.37903479862999,240.66858424898905
272,272,44,Medium,19.0,145.6315789473684,52.92364576162298,39.784287424122454,251.47887047061437
273,273,44,High,4.0,186.0,98.92421341612983,-11.848426832259662,383.84842683225963
273,273,44,Low,21.0,166.52380952380952,37.072387362589765,92.37903479862999,240.66858424898905
273,273,44,Medium,19.0,145.6315789473684,52.92364576162298,39.784287424122454,251.47887047061437
274,274,45,High,4.0,186.0,98.92421341612983,-11.848426832259662,383.84842683225963
274,274,45,Low,22.0,166.5909090909091,36.18031441979397,94.23028025132115,238.95153793049704
274,274,45,Medium,19.0,145.6315789473684,52.92364576162298,39.784287424122454,251.47887047061437
275,275,45,High,4.0,186.0,98.92421341612983,-11.848426832259662,383.84842683225963
275,275,45,Low,22.0,166.5909090909091,36.18031441979397,94.23028025132115,238.95153793049704
275,275,45,Medium,19.0,145.6315789473684,52.92364576162298,39.784287424122454,251.47887047061437
276,276,45,High,4.0,186.0,98.92421341612983,-11.848426832259662,383.84842683225963
276,276,45,Low,22.0,166.5909090909091,36.18031441979397,94.23028025132115,238.95153793049704
276,276,45,Medium,19.0,145.6315789473684,52.92364576162298,39.784287424122454,251.47887047061437
277,277,47,High,5.0,185.0,85.70005834303731,13.599883313925375,356.4001166860746
277,277,47,Low,22.0,166.5909090909091,36.18031441979397,94.23028025132115,238.95153793049704
277,277,47,Medium,20.0,146.65,51.71304935588511,43.22390128822978,250.07609871177021
278,278,48,High,6.0,160.33333333333334,97.60259559390143,-34.87185785446951,355.5385245211362
278,278,48,Low,22.0,166.5909090909091,36.18031441979397,94.23028025132115,238.95153793049704
278,278,48,Medium,20.0,146.65,51.71304935588511,43.22390128822978,250.07609871177021
279,279,48,High,6.0,160.33333333333334,97.60259559390143,-34.87185785446951,355.5385245211362
279,279,48,Low,22.0,166.5909090909091,36.18031441979397,94.23028025132115,238.95153793049704
279,279,48,Medium,20.0,146.65,51.71304935588511,43.22390128822978,250.07609871177021
280,280,48,High,6.0,160.33333333333334,97.60259559390143,-34.87185785446951,355.5385245211362
280,280,48,Low,22.0,166.5909090909091,36.18031441979397,94.23028025132115,238.95153793049704
280,280,48,Medium,20.0,146.65,51.71304935588511,43.22390128822978,250.07609871177021
281,281,48,High,6.0,160.33333333333334,97.60259559390143,-34.87185785446951,355.5385245211362
281,281,48,Low,22.0,166.5909090909091,36.18031441979397,94.23028025132115,238.95153793049704
281,281,48,Medium,20.0,146.65,51.71304935588511,43.22390128822978,250.07609871177021
282,282,49,High,6.0,160.33333333333334,97.60259559390143,-34.87185785446951,355.5385245211362
282,282,49,Low,23.0,166.6086956521739,35.34857478216675,95.9115460878404,237.3058452165074
282,282,49,Medium,20.0,146.65,51.71304935588511,43.22390128822978,250.07609871177021
283,283,49,High,6.0,160.33333333333334,97.60259559390143,-34.87185785446951,355.5385245211362
283,283,49,Low,23.0,166.6086956521739,35.34857478216675,95.9115460878404,237.3058452165074
283,283,49,Medium,20.0,146.65,51.71304935588511,43.22390128822978,250.07609871177021
284,284,49,High,6.0,160.33333333333334,97.60259559390143,-34.87185785446951,355.5385245211362
284,284,49,Low,23.0,166.6086956521739,35.34857478216675,95.9115460878404,237.3058452165074
284,284,49,Medium,20.0,146.65,51.71304935588511,43.22390128822978,250.07609871177021
285,285,49,High,6.0,160.33333333333334,97.60259559390143,-34.87185785446951,355.5385245211362
285,285,49,Low,23.0,166.6086956521739,35.34857478216675,95.9115460878404,237.3058452165074
285,285,49,Medium,20.0,146.65,51.71304935588511,43.22390128822978,250.07609871177021
286,286,50,High,7.0,150.85714285714286,92.5588615808495,-34.26058030455613,335.97486601884185
286,286,50,Low,23.0,166.6086956521739,35.34857478216675,95.9115460878404,237.3058452165074
286,286,50,Medium,20.0,146.65,51.71304935588511,43.22390128822978,250.07609871177021
287,287,52,High,8.0,156.0,86.91868120753526,-17.837362415070515,329.8373624150705
287,287,52,Low,23.0,166.6086956521739,35.34857478216675,95.9115460878404,237.3058452165074
287,287,52,Medium,21.0,149.42857142857142,51.98708630859343,45.45439881138455,253.40274404575828
288,288,53,High,8.0,156.0,86.91868120753526,-17.837362415070515,329.8373624150705
288,288,53,Low,23.0,166.6086956521739,35.34857478216675,95.9115460878404,237.3058452165074
288,288,53,Medium,22.0,152.22727272727272,52.40495416255243,47.41736440216786,257.0371810523776
289,289,53,High,8.0,156.0,86.91868120753526,-17.837362415070515,329.8373624150705
289,289,53,Low,23.0,166.6086956521739,35.34857478216675,95.9115460878404,237.3058452165074
289,289,53,Medium,22.0,152.22727272727272,52.40495416255243,47.41736440216786,257.0371810523776
290,290,54,High,9.0,164.22222222222223,84.96437161801673,-5.706521013811226,334.15096545825565
290,290,54,Low,23.0,166.6086956521739,35.34857478216675,95.9115460878404,237.3058452165074
290,290,54,Medium,22.0,152.22727272727272,52.40495416255243,47.41736440216786,257.0371810523776
291,291,55,High,9.0,164.22222222222223,84.96437161801673,-5.706521013811226,334.15096545825565
291,291,55,Low,24.0,166.08333333333334,34.66725891355863,96.74881550621608,235.4178511604506
291,291,55,Medium,22.0,152.22727272727272,52.40495416255243,47.41736440216786,257.0371810523776
292,292,56,High,10.0,172.4,84.1760060824936,4.047987835012805,340.7520121649872
292,292,56,Low,24.0,166.08333333333334,34.66725891355863,96.74881550621608,235.4178511604506
292,292,56,Medium,22.0,152.22727272727272,52.40495416255243,47.41736440216786,257.0371810523776
293,293,58,High,10.0,172.4,84.1760060824936,4.047987835012805,340.7520121649872
293,293,58,Low,25.0,168.24,35.60931526066365,97.02136947867271,239.4586305213273
293,293,58,Medium,23.0,153.3913043478261,51.50352073617243,50.38426287548123,256.39834582017096
294,294,58,High,10.0,172.4,84.1760060824936,4.047987835012805,340.7520121649872
294,294,58,Low,25.0,168.24,35.60931526066365,97.02136947867271,239.4586305213273
294,294,58,Medium,23.0,153.3913043478261,51.50352073617243,50.38426287548123,256.39834582017096
295,295,58,High,10.0,172.4,84.1760060824936,4.047987835012805,340.7520121649872
295,295,58,Low,25.0,168.24,35.60931526066365,97.02136947867271,239.4586305213273
295,295,58,Medium,23.0,153.3913043478261,51.50352073617243,50.38426287548123,256.39834582017096
296,296,59,High,10.0,172.4,84.1760060824936,4.047987835012805,340.7520121649872
296,296,59,Low,25.0,168.24,35.60931526066365,97.02136947867271,239.4586305213273
296,296,59,Medium,24.0,155.875,51.82018450120695,52.234630997586095,259.5153690024139
297,297,59,High,10.0,172.4,84.1760060824936,4.047987835012805,340.7520121649872
297,297,59,Low,25.0,168.24,35.60931526066365,97.02136947867271,239.4586305213273
297,297,59,Medium,24.0,155.875,51.82018450120695,52.234630997586095,259.5153690024139
298,298,59,High,10.0,172.4,84.1760060824936,4.047987835012805,340.7520121649872
298,298,59,Low,25.0,168.24,35.60931526066365,97.02136947867271,239.4586305213273
298,298,59,Medium,24.0,155.875,51.82018450120695,52.234630997586095,259.5153690024139
299,299,59,High,10.0,172.4,84.1760060824936,4.047987835012805,340.7520121649872
299,299,59,Low,25.0,168.24,35.60931526066365,97.02136947867271,239.4586305213273
299,299,59,Medium,24.0,155.875,51.82018450120695,52.234630997586095,259.5153690024139
300,300,60,High,10.0,172.4,84.1760060824936,4.047987835012805,340.7520121649872
300,300,60,Low,26.0,167.73076923076923,34.98634898620625,97.75807125835672,237.70346720318173
300,300,60,Medium,24.0,155.875,51.82018450120695,52.234630997586095,259.5153690024139
301,301,60,High,10.0,172.4,84.1760060824936,4.047987835012805,340.7520121649872
301,301,60,Low,26.0,167.73076923076923,34.98634898620625,97.75807125835672,237.70346720318173
301,301,60,Medium,24.0,155.875,51.82018450120695,52.234630997586095,259.5153690024139
302,302,60,High,10.0,172.4,84.1760060824936,4.047987835012805,340.7520121649872
302,302,60,Low,26.0,167.73076923076923,34.98634898620625,97.75807125835672,237.70346720318173
302,302,60,Medium,24.0,155.875,51.82018450120695,52.234630997586095,259.5153690024139
303,303,60,High,10.0,172.4,84.1760060824936,4.047987835012805,340.7520121649872
303,303,60,Low,26.0,167.73076923076923,34.98634898620625,97.75807125835672,237.70346720318173
303,303,60,Medium,24.0,155.875,51.82018450120695,52.234630997586095,259.5153690024139
304,304,60,High,10.0,172.4,84.1760060824936,4.047987835012805,340.7520121649872
304,304,60,Low,26.0,167.73076923076923,34.98634898620625,97.75807125835672,237.70346720318173
304,304,60,Medium,24.0,155.875,51.82018450120695,52.234630997586095,259.5153690024139
305,305,60,High,10.0,172.4,84.1760060824936,4.047987835012805,340.7520121649872
305,305,60,Low,26.0,167.73076923076923,34.98634898620625,97.75807125835672,237.70346720318173
305,305,60,Medium,24.0,155.875,51.82018450120695,52.234630997586095,259.5153690024139
306,306,60,High,10.0,172.4,84.1760060824936,4.047987835012805,340.7520121649872
306,306,60,Low,26.0,167.73076923076923,34.98634898620625,97.75807125835672,237.70346720318173
306,306,60,Medium,24.0,155.875,51.82018450120695,52.234630997586095,259.5153690024139
307,307,60,High,10.0,172.4,84.1760060824936,4.047987835012805,340.7520121649872
307,307,60,Low,26.0,167.73076923076923,34.98634898620625,97.75807125835672,237.70346720318173
307,307,60,Medium,24.0,155.875,51.82018450120695,52.234630997586095,259.5153690024139
308,308,60,High,10.0,172.4,84.1760060824936,4.047987835012805,340.7520121649872
308,308,60,Low,26.0,167.73076923076923,34.98634898620625,97.75807125835672,237.70346720318173
308,308,60,Medium,24.0,155.875,51.82018450120695,52.234630997586095,259.5153690024139
309,309,62,High,10.0,172.4,84.1760060824936,4.047987835012805,340.7520121649872
309,309,62,Low,27.0,171.03703703703704,38.368137303157674,94.30076243072169,247.77331164335237
309,309,62,Medium,25.0,157.96,51.78922024256914,54.381559514861735,261.53844048513827
310,310,62,High,10.0,172.4,84.1760060824936,4.047987835012805,340.7520121649872
310,310,62,Low,27.0,171.03703703703704,38.368137303157674,94.30076243072169,247.77331164335237
310,310,62,Medium,25.0,157.96,51.78922024256914,54.381559514861735,261.53844048513827
311,311,63,High,10.0,172.4,84.1760060824936,4.047987835012805,340.7520121649872
311,311,63,Low,27.0,171.03703703703704,38.368137303157674,94.30076243072169,247.77331164335237
311,311,63,Medium,26.0,157.42307692307693,50.81666897932062,55.7897389644357,259.0564148817182
312,312,63,High,10.0,172.4,84.1760060824936,4.047987835012805,340.7520121649872
312,312,63,Low,27.0,171.03703703703704,38.368137303157674,94.30076243072169,247.77331164335237
312,312,63,Medium,26.0,157.42307692307693,50.81666897932062,55.7897389644357,259.0564148817182
313,313,63,High,10.0,172.4,84.1760060824936,4.047987835012805,340.7520121649872
313,313,63,Low,27.0,171.03703703703704,38.368137303157674,94.30076243072169,247.77331164335237
313,313,63,Medium,26.0,157.42307692307693,50.81666897932062,55.7897389644357,259.0564148817182
314,314,63,High,10.0,172.4,84.1760060824936,4.047987835012805,340.7520121649872
314,314,63,Low,27.0,171.03703703703704,38.368137303157674,94.30076243072169,247.77331164335237
314,314,63,Medium,26.0,157.42307692307693,50.81666897932062,55.7897389644357,259.0564148817182
315,315,64,High,10.0,172.4,84.1760060824936,4.047987835012805,340.7520121649872
315,315,64,Low,28.0,172.67857142857142,38.63988878466144,95.39879385924854,249.9583489978943
315,315,64,Medium,26.0,157.42307692307693,50.81666897932062,55.7897389644357,259.0564148817182
316,316,67,High,10.0,172.4,84.1760060824936,4.047987835012805,340.7520121649872
316,316,67,Low,28.0,172.67857142857142,38.63988878466144,95.39879385924854,249.9583489978943
316,316,67,Medium,29.0,170.6206896551724,62.278415082769044,46.063859489634325,295.1775198207105
317,317,68,High,11.0,178.63636363636363,82.4915422661896,13.653279103984431,343.6194481687428
317,317,68,Low,28.0,172.67857142857142,38.63988878466144,95.39879385924854,249.9583489978943
317,317,68,Medium,29.0,170.6206896551724,62.278415082769044,46.063859489634325,295.1775198207105
318,318,68,High,11.0,178.63636363636363,82.4915422661896,13.653279103984431,343.6194481687428
318,318,68,Low,28.0,172.67857142857142,38.63988878466144,95.39879385924854,249.9583489978943
318,318,68,Medium,29.0,170.6206896551724,62.278415082769044,46.063859489634325,295.1775198207105
319,319,68,High,11.0,178.63636363636363,82.4915422661896,13.653279103984431,343.6194481687428
319,319,68,Low,28.0,172.67857142857142,38.63988878466144,95.39879385924854,249.9583489978943
319,319,68,Medium,29.0,170.6206896551724,62.278415082769044,46.063859489634325,295.1775198207105
320,320,70,High,11.0,178.63636363636363,82.4915422661896,13.653279103984431,343.6194481687428
320,320,70,Low,29.0,174.31034482758622,38.947862079851475,96.41462066788327,252.20606898728917
320,320,70,Medium,30.0,174.33333333333334,64.48540777642607,45.3625177804812,303.3041488861855
321,321,71,High,11.0,178.63636363636363,82.4915422661896,13.653279103984431,343.6194481687428
321,321,71,Low,29.0,174.31034482758622,38.947862079851475,96.41462066788327,252.20606898728917
321,321,71,Medium,31.0,175.5483870967742,63.761450584543326,48.025485927687555,303.07128826586086
322,322,72,High,11.0,178.63636363636363,82.4915422661896,13.653279103984431,343.6194481687428
322,322,72,Low,29.0,174.31034482758622,38.947862079851475,96.41462066788327,252.20606898728917
322,322,72,Medium,32.0,179.71875,67.01431449156361,45.69012101687278,313.7473789831272
323,323,72,High,11.0,178.63636363636363,82.4915422661896,13.653279103984431,343.6194481687428
323,323,72,Low,29.0,174.31034482758622,38.947862079851475,96.41462066788327,252.20606898728917
323,323,72,Medium,32.0,179.71875,67.01431449156361,45.69012101687278,313.7473789831272
324,324,73,High,11.0,178.63636363636363,82.4915422661896,13.653279103984431,343.6194481687428
324,324,73,Low,29.0,174.31034482758622,38.947862079851475,96.41462066788327,252.20606898728917
324,324,73,Medium,33.0,182.84848484848484,68.3653426507728,46.11779954693924,319.57917015003045
325,325,75,High,11.0,178.63636363636363,82.4915422661896,13.653279103984431,343.6194481687428
325,325,75,Low,29.0,174.31034482758622,38.947862079851475,96.41462066788327,252.20606898728917
325,325,75,Medium,35.0,184.17142857142858,67.25127845462502,49.66887166217853,318.67398548067865
326,326,75,High,11.0,178.63636363636363,82.4915422661896,13.653279103984431,343.6194481687428
326,326,75,Low,29.0,174.31034482758622,38.947862079851475,96.41462066788327,252.20606898728917
326,326,75,Medium,35.0,184.17142857142858,67.25127845462502,49.66887166217853,318.67398548067865
327,327,75,High,11.0,178.63636363636363,82.4915422661896,13.653279103984431,343.6194481687428
327,327,75,Low,29.0,174.31034482758622,38.947862079851475,96.41462066788327,252.20606898728917
327,327,75,Medium,35.0,184.17142857142858,67.25127845462502,49.66887166217853,318.67398548067865
328,328,77,High,11.0,178.63636363636363,82.4915422661896,13.653279103984431,343.6194481687428
328,328,77,Low,29.0,174.31034482758622,38.947862079851475,96.41462066788327,252.20606898728917
328,328,77,Medium,37.0,183.54054054054055,65.4775595972453,52.58542134604994,314.49565973503115
329,329,78,High,11.0,178.63636363636363,82.4915422661896,13.653279103984431,343.6194481687428
329,329,78,Low,29.0,174.31034482758622,38.947862079851475,96.41462066788327,252.20606898728917
329,329,78,Medium,38.0,183.8684210526316,64.61828502522879,54.63185100217402,313.10499110308916
330,330,79,High,11.0,178.63636363636363,82.4915422661896,13.653279103984431,343.6194481687428
330,330,79,Low,29.0,174.31034482758622,38.947862079851475,96.41462066788327,252.20606898728917
330,330,79,Medium,39.0,182.23076923076923,64.57735530210078,53.07605862656766,311.3854798349708
331,331,80,High,11.0,178.63636363636363,82.4915422661896,13.653279103984431,343.6194481687428
331,331,80,Low,30.0,176.1,39.50587036256065,97.0882592748787,255.1117407251213
331,331,80,Medium,39.0,182.23076923076923,64.57735530210078,53.07605862656766,311.3854798349708
332,332,80,High,11.0,178.63636363636363,82.4915422661896,13.653279103984431,343.6194481687428
332,332,80,Low,30.0,176.1,39.50587036256065,97.0882592748787,255.1117407251213
